Predict_linear_val,Predict_average1
4.86184644699097,4.743677799
4.86184644699097,4.735429542
9.1191291809082,9.114519125
8.08007049560547,8.029306197
9.1191291809082,9.117088695
4.86184644699097,4.729127459
6.56107091903687,6.519683933
5.05689382553101,5.185465557
5.05689382553101,5.186290287
