Predict_linear_val,Predict_average2
5.59627485275269,5.916551644
6.36373662948608,6.563338119
5.95336771011353,5.604860715
7.01068258285522,7.283061348
6.36373662948608,6.626454209
5.91699266433716,5.644852716
9.07890319824219,8.883694015
6.90347337722778,6.850990566
5.95336771011353,5.649664831
7.01068258285522,7.321216786
6.78052854537964,6.837856505
9.22985458374023,9.056193924
6.78052854537964,6.816703523
5.3257269859314,4.920082175
5.3257269859314,4.951898332
5.3257269859314,4.75743485
7.01068258285522,8.029563733
6.36373662948608,7.187885315
5.91699266433716,5.532195315
7.57639074325562,7.157744145
6.15768194198608,5.725142004
8.29330253601074,8.154276702
5.3257269859314,4.870475827
5.59627485275269,6.560967437
2.78588342666626,2.0559139577
5.3257269859314,4.816743626
6.36373662948608,6.927189863
5.3257269859314,4.806496213
10.4263820648193,9.526432125
7.44588804244995,7.064456681
7.01068258285522,7.609949083
7.01068258285522,8.017371427
6.9596152305603,6.638513534
5.25131464004517,4.810928676
6.9596152305603,6.646236434
5.25131464004517,4.802303252
6.9596152305603,6.638898955
6.42301321029663,6.03824813
6.36373662948608,6.030801764
7.45055913925171,7.147827402
6.42301321029663,6.038153767
8.45270156860352,8.223484621
6.36373662948608,5.998739982
5.29564237594604,4.957351317
7.24467039108276,6.967135759
5.29564237594604,4.999763441
6.7410044670105,6.469134476
7.24467039108276,6.920113554
6.36373662948608,6.026243558
7.24467039108276,6.937591834
5.9463267326355,5.691654197
6.7410044670105,6.411586527
6.06050539016724,5.788096385
6.36373662948608,6.018650582
7.01068258285522,7.655196911
7.01068258285522,7.611429332
6.06050539016724,5.690675583
8.84294509887695,8.409747146
7.95231962203979,7.737443554
7.01068258285522,7.277516594
8.84294509887695,8.330443586
8.84294509887695,8.331294269
5.3257269859314,4.99721257
6.83673048019409,7.164681173
7.01068258285522,7.309006053
2.33345413208008,1.79172688445
3.4718074798584,3.374821672
6.06050539016724,6.33481431
6.7410044670105,6.497015299
7.6587176322937,7.295628856
7.64746618270874,7.322322147
7.28947591781616,6.97544255
7.01068258285522,7.558982967
5.25131464004517,4.75001252
5.25131464004517,4.811008498
5.91699266433716,5.520880228
6.83673048019409,7.393435058
2.33345413208008,1.5060193261
3.4718074798584,3.41619483
6.83673048019409,7.742076142
7.45055913925171,7.136703393
7.57639074325562,7.197623118
7.57639074325562,7.182544254
6.37391233444214,5.916866718
6.37391233444214,5.911365512
3.4718074798584,3.419973452
6.36373662948608,6.853086596
6.36373662948608,7.217772895
6.06050539016724,6.62400558
6.06050539016724,6.93333392
6.06050539016724,6.655132155
6.06050539016724,6.967698502
6.42301321029663,6.046811547
4.67649984359741,4.233779491
5.73545598983765,5.555206993
5.73545598983765,5.589821309
8.84294509887695,8.380425265
8.84294509887695,8.4031888
7.01068258285522,7.303816044
7.01068258285522,7.285686086
7.01068258285522,7.295932038
8.84294509887695,8.371312919
5.74521589279175,5.43667527
8.84294509887695,8.398863171
8.84294509887695,8.367660612
6.15768194198608,5.881589666
5.74521589279175,5.363948533
6.15768194198608,5.934512361
5.3257269859314,4.884856249
5.74521589279175,5.343697539
8.84294509887695,8.346995698
6.15768194198608,5.902767332
8.84294509887695,8.267621855
8.84294509887695,8.363977773
8.84294509887695,8.428344827
8.84294509887695,8.31946895
8.84294509887695,8.274422798
6.62744951248169,6.344735527
6.72190237045288,6.333197908
6.9596152305603,6.68792877
6.42301321029663,6.117050954
6.68931722640991,6.604264461
8.86108207702637,8.785524745
6.83673048019409,7.169664071
9.21874618530273,9.21362156
6.7410044670105,6.490730877
5.25131464004517,4.875429877
3.45509672164917,3.0151747746
6.83673048019409,7.149528033
6.83673048019409,7.152248298
7.01068258285522,7.346759938
7.01068258285522,7.295800586
6.62744951248169,6.324140567
7.28947591781616,6.957269777
6.7410044670105,6.466793573
6.7410044670105,6.477181846
