Predict_linear_val,Predict_average1
5.05837774276733,5.11559868
6.42514181137085,6.69358831
9.00568008422852,9.036851575
12.927433013916,12.95392694
7.25771474838257,7.28898283
3.53695583343506,3.498510898
3.53695583343506,3.460573084
6.96309614181519,6.740243949
5.11396265029907,5.023432737
5.64100980758667,5.680489039
7.2917628288269,7.447817471
7.05431509017944,7.085984077
7.05431509017944,7.123758809
10.6937732696533,10.41450246
5.23036432266235,5.26164608
7.24883508682251,7.182927418
7.24883508682251,7.187133899
6.3514666557312,6.560222762
7.47363233566284,7.442441472
5.11707353591919,4.848947494
3.61263751983643,3.940237066
8.54493522644043,8.550954085
6.78374814987183,6.771900432
3.61263751983643,3.910386502
6.13511800765991,6.09610302
3.61263751983643,3.908354855
3.61263751983643,3.931408421
6.93742036819458,6.945300743
6.88769865036011,6.879662343
8.54493522644043,8.57467261
6.78374814987183,6.744131213
3.61263751983643,3.829204754
6.39470243453979,6.382668539
7.55061864852905,7.499157479
5.23036432266235,5.281953376
8.26433753967285,8.198331088
7.40210294723511,7.4975196
0.262749671936035,0.233479170269
5.37649011611938,5.416832871
5.25274515151978,5.462791795
4.86184644699097,4.862794827
7.24883508682251,7.185214049
7.24883508682251,7.17765226
7.24883508682251,7.180060385
7.24883508682251,7.173728471
7.40210294723511,7.499013116
8.3204231262207,8.136026037
6.3514666557312,6.569100003
7.94172716140747,7.977146633
5.25274515151978,5.20150468
6.3514666557312,6.524299932
9.20064735412598,8.979610245
9.20064735412598,8.992259435
3.00421190261841,2.839762462
7.93574190139771,7.881159916
5.23036432266235,5.263052145
5.11707353591919,4.841126664
9.0832462310791,9.051217595
5.96447134017944,5.838455906
12.5808296203613,12.372118835
4.85677003860474,4.6704352
6.86139726638794,6.842124631
6.86139726638794,6.857975385
4.85677003860474,4.658329019
4.85677003860474,4.66097665
9.44988059997559,9.308639565
4.20823431015015,4.634094126
7.20607042312622,7.353336882
9.44988059997559,9.303216825
6.95420789718628,6.848373167
4.85677003860474,4.691102587
0.436495304107666,0.197875121
9.76077270507812,9.80437842
9.76077270507812,9.39469049
9.76077270507812,9.65571529
6.6360011100769,6.276199314
9.76077270507812,9.8033338
9.76077270507812,9.444524275
9.76077270507812,9.65275053
7.35214757919312,7.170560493
5.06220245361328,5.169069149
9.76077270507812,9.812104515
9.76077270507812,9.437650195
9.76077270507812,9.80815422
9.76077270507812,9.41331339
7.46105909347534,7.549073854
9.76077270507812,9.8647064
9.76077270507812,9.64426531
9.76077270507812,9.638601095
7.8752646446228,8.067046198
9.76077270507812,9.88081186
9.76077270507812,9.61951122
9.76077270507812,9.607405815
7.8752646446228,8.040832297
9.86965370178223,9.781434685
9.76077270507812,9.79170819
9.76077270507812,9.411173995
6.12419271469116,6.203964654
3.6187949180603,3.536075175
6.12419271469116,6.221795573
3.6187949180603,3.542400857
6.12419271469116,6.233079213
4.95696783065796,5.508669756
6.78374814987183,6.691736203
7.8752646446228,8.047114106
8.3437671661377,8.448065705
8.05971336364746,8.034768074
8.77530670166016,8.887247495
9.2208137512207,8.964396405
9.2208137512207,8.643315422
9.2208137512207,8.82903467
7.01539850234985,6.935447602
5.06220245361328,5.168789078
5.71393728256226,5.669043872
8.45937728881836,8.315769505
6.06909513473511,5.970582128
7.47756719589233,7.367894491
2.45683240890503,2.550728241
5.71393728256226,5.663231854
2.45683240890503,2.594522741
6.06909513473511,6.01431237
7.47756719589233,7.358354745
6.06909513473511,5.999312609
6.06909513473511,5.972127324
6.06909513473511,5.986526312
12.5808296203613,12.478296025
4.99406385421753,4.890369413
5.71393728256226,5.67729509
7.22068452835083,7.41538592
6.78374814987183,6.862452621
4.82365322113037,4.874412732
8.18838691711426,8.29302657
7.44690752029419,7.477754058
6.41149568557739,6.498583297
5.72512197494507,5.725969727
5.21036005020142,5.090542855
5.21036005020142,5.07325441
4.40998315811157,4.39805114
8.18838691711426,8.28903328
8.07529449462891,8.202533175
6.78374814987183,6.886027014
8.18838691711426,8.29141356
5.71393728256226,5.679528224
8.18838691711426,8.288016855
7.44690752029419,7.47537307
4.82365322113037,4.634536059
6.39892911911011,6.431191175
4.82365322113037,4.601722683
6.77630662918091,6.784469405
6.41149568557739,6.52266001
5.72512197494507,5.735428583
7.44690752029419,7.486019202
8.35592269897461,8.376958255
4.82365322113037,4.730979518
4.82365322113037,4.717525591
6.45844984054565,6.669679438
7.34555101394653,7.449696347
8.83425903320312,8.738792615
8.35592269897461,8.38384048
4.82365322113037,4.73846324
4.82365322113037,4.696312463
5.2323956489563,5.142388447
6.78374814987183,6.894279609
5.23036432266235,5.200335694
5.23036432266235,5.188381024
6.78374814987183,6.810866727
8.35592269897461,8.393613495
6.6360011100769,6.676453977
4.82365322113037,4.697104781
2.45683240890503,2.356244633
4.82365322113037,4.699786104
5.23036432266235,5.215299076
5.23036432266235,5.179001994
6.49522542953491,6.327433481
8.83425903320312,8.746276645
5.23036432266235,5.192127706
5.23036432266235,5.205453031
7.44690752029419,7.474716035
8.35592269897461,8.37418469
4.82365322113037,4.699213127
7.34555101394653,7.487743285
5.49288415908813,5.621396398
8.83425903320312,8.72672024
5.11396265029907,5.017321815
6.09964418411255,6.015027803
5.34205007553101,5.305365544
7.50546407699585,7.505003332
6.60517358779907,6.502117303
9.48748779296875,9.529391845
8.29502487182617,8.467565304
7.85374021530151,7.619420485
9.97721481323242,9.944441655
9.48748779296875,9.529707475
5.68760442733765,5.676032079
7.43795251846313,7.44143399
9.2208137512207,9.22657384
8.29502487182617,8.4559687
7.10583639144897,7.13860534
